material_category,weight_kg,rate_inr,total_inr,is_anomaly
mixed_plastic,70.61917463859993,11.9,840.18,0
battery,51.57043876122115,69.46,3581.96,0
pcb,46.05578367092524,117.24,5399.5,0
cable,24.00553683207192,80.34,1928.67,0
other,0.5,11.01,5.5,0
battery,75.49825599720586,78.8,5949.26,0
other,116.64340171953229,11.93,1392.06,0
crt,76.08302812520643,33.84,2574.82,0
cable,63.91768467994487,60.93,3894.26,0
other,78.70919858769952,9.8,771.11,0
other,76.62230331757685,9.7,743.12,0
crt,61.73324816952906,29.76,1836.94,0
magnet_assembly,26.430152137597975,47.3,1250.02,0
mixed_plastic,35.60538344880932,12.67,451.15,0
cable,111.73552598820503,65.79,7351.01,0
mixed_plastic,0.5,15.34,7.67,0
cable,50.55300765143215,83.94,4243.58,0
mixed_plastic,7.418395863003539,12.94,95.97,0
mixed_plastic,10.94297841073606,14.66,160.46,0
cable,89.01342939555039,85.38,7599.78,0
lcd_panel,0.5,43.71,21.85,0
motor,83.60867439856327,39.25,3281.39,0
pcb,40.88462846472376,108.71,4444.4,0
crt,53.824301764503105,21.77,1172.0,0
motor,95.08502187360884,50.83,4833.47,0
cable,17.213637828010988,80.13,1379.36,0
motor,90.73986006899162,56.9,5162.69,0
motor,0.5,49.17,24.59,0
pcb,99.29636388986724,96.72,9603.7,0
mixed_plastic,71.93791394737704,15.12,1087.84,0
pcb,43.5485826535542,122.81,5348.05,0
crt,104.891156537863,32.93,3454.05,0
other,59.74237657105542,10.85,648.33,0
crt,38.8020226802663,24.8,962.45,0
other,11.24901046363965,8.93,100.45,0
magnet_assembly,121.58795958385534,68.48,8326.17,0
magnet_assembly,18.71282184189464,54.46,1019.02,0
magnet_assembly,31.577358809617696,67.38,2127.67,0
pcb,20.922456097118896,109.78,2296.91,0
pcb,25.664067476087983,84.77,2175.52,0
cable,27.220257676038457,95.31,2594.46,0
magnet_assembly,71.94347902667985,55.4,3985.99,0
battery,102.9290779109965,71.64,7373.85,0
motor,79.4096577715849,57.23,4544.87,0
battery,8013.736331827867,70.0,560961.54,1
cable,33.11060298726078,95.42,3159.42,0
magnet_assembly,8.931580328589355,64.66,577.56,0
pcb,56.81661670372448,114.92,6529.1,0
cable,0.5,87.73,43.87,0
crt,4997.224733226089,30.0,149916.74,1
lcd_panel,87.57225854512082,35.54,3112.2,0
crt,37.661333986775276,32.34,1218.13,0
crt,17.065219095458417,23.32,397.96,0
battery,43.619118077355104,57.32,2500.41,0
lcd_panel,45.25164909545112,43.28,1958.28,0
cable,8.430215124089308,57.63,485.84,0
cable,102.47256732776505,61.47,6299.09,0
motor,0.5,39.31,19.66,0
battery,69.47026166916956,62.51,4342.4,0
cable,39.58973249514712,494.15,19563.24,1
pcb,21.221104626482507,138.02,2928.87,0
lcd_panel,24.995703172253894,44.19,1104.52,0
battery,65.18039131101523,63.18,4118.36,0
motor,55.00515856801937,45.26,2489.67,0
motor,129.33494397690296,49.97,6462.62,0
crt,59.26113920870077,25.36,1503.05,0
lcd_panel,25.240447886092696,46.38,1170.55,0
motor,81.55016175541789,52.07,4246.11,0
battery,0.5,73.24,36.62,0
mixed_plastic,25.009096688895383,11.01,275.43,0
motor,31.68163427375075,44.6,1413.04,0
magnet_assembly,10.00822819875794,481.78,4821.8,1
crt,95.8588750995161,31.11,2981.98,0
battery,81.62744840103362,54.94,4484.35,0
magnet_assembly,48.68893192169213,63.88,3110.41,0
magnet_assembly,19.427350790887044,50.55,982.03,0
mixed_plastic,60.52852921447722,14.13,855.54,0
motor,96.18906878940811,54.75,5266.14,0
cable,0.5,94.65,47.33,0
cable,4.2426571760989304,64.49,273.62,0
magnet_assembly,0.5,54.98,27.49,0
pcb,13.204073182153856,94.74,1250.9,0
magnet_assembly,30.516951405645848,55.82,1703.49,0
battery,0.5,61.92,30.96,0
cable,55.19547970097065,78.11,4311.58,0
motor,80.48119268745346,50.63,4074.78,0
pcb,0.5,98.46,49.23,0
crt,78.58488803352152,23.67,1859.76,0
battery,3.5245825601744585,82.67,291.38,0
motor,13.01138001971406,52.0,676.66,0
pcb,60.30412818981435,134.13,8088.86,0
pcb,19.155669531854848,122.02,2337.42,0
magnet_assembly,0.5,54.72,27.36,0
other,25.11156066847739,11.93,299.5,0
cable,60.05325041833972,75.64,4542.54,0
other,50.340842909535674,7.57,381.1,0
other,70.84265319991763,7.37,522.33,0
mixed_plastic,59.691250917708416,16.62,991.88,0
motor,62.66083112133048,35.04,2195.37,0
motor,39.44907900396129,53.45,2108.54,0
mixed_plastic,45.562949794083316,16.0,728.78,0
crt,30.535480411859478,32.17,982.24,0
magnet_assembly,30.98868737150792,46.95,1454.87,0
motor,16.79421476179531,35.16,590.57,0
battery,31.861493985225188,54.7,1742.89,0
other,95.88274594083687,10.13,971.0,0
battery,98.33098962608557,64.29,6321.24,0
pcb,30.987063292712445,94.82,2938.08,0
pcb,8.21948334408507,86.68,712.49,0
motor,90.98647188926222,59.08,5375.92,0
other,54.433455147688896,9.63,524.17,0
other,0.5,8.29,4.14,0
other,92.3694019151063,10.9,1006.66,0
magnet_assembly,98.14771653638222,69.1,6781.95,0
mixed_plastic,7.861258400185427,16.97,133.43,0
cable,61.50512246382237,61.82,3802.34,0
crt,44.84651552479046,27.24,1221.55,0
motor,48.50430646800671,36.9,1789.93,0
magnet_assembly,67.18741988631204,47.02,3158.88,0
motor,78.72696091753463,47.46,3736.29,0
other,35.623714160255915,8.27,294.5,0
crt,6557.040834159978,30.0,196711.23,1
mixed_plastic,6139.055670784362,15.0,92085.84,1
pcb,69.65460548930527,136.14,9482.97,0
mixed_plastic,26.834846519724955,17.26,463.07,0
magnet_assembly,31.687321216392572,62.41,1977.49,0
crt,89.01862040172787,33.2,2955.06,0
magnet_assembly,77.67739836075432,52.25,4058.53,0
lcd_panel,65.1219743649912,53.65,3493.82,0
magnet_assembly,34.91134147892052,50.07,1747.88,0
cable,18.350834446437943,79.08,1451.12,0
pcb,105.56183946942491,123.83,13071.58,0
other,9.374015008217867,9.38,87.9,0
pcb,9.107181272784565,128.36,1169.04,0
crt,17.789914440045123,28.53,507.63,0
lcd_panel,106.93446950521988,53.0,5667.77,0
lcd_panel,0.5,47.07,23.54,0
motor,37.10216305854987,40.82,1514.35,0
battery,45.65532921725034,66.69,3044.93,0
other,106.27878727732322,7.26,771.9,0
motor,173.86355584570197,48.44,8422.06,0
lcd_panel,51.14263051110345,35.94,1838.08,0
cable,46.315326483054015,89.7,4154.43,0
other,55.34971765147968,11.03,610.62,0
motor,0.9541054192060301,52.05,49.66,0
magnet_assembly,67.90687963347975,71.18,4833.45,0
pcb,20.84136712045001,94.63,1972.16,0
crt,50.39082269412965,32.32,1628.4,0
lcd_panel,0.5,44.2,22.1,0
lcd_panel,56.77612299648278,47.48,2695.98,0
other,65.01077796173192,10.24,665.75,0
mixed_plastic,118.73813662277715,12.86,1526.74,0
pcb,19.59181684978468,113.66,2226.78,0
motor,45.393383752534746,50.33,2284.54,0
pcb,51.832477396050756,88.51,4587.95,0
mixed_plastic,96.23646903776928,13.02,1252.97,0
magnet_assembly,6053.417416856779,60.0,363205.05,1
crt,40.643680582204226,33.42,1358.38,0
cable,172.61898108224872,69.69,12029.65,0
pcb,13.04208872797038,88.24,1150.84,0
cable,74.38858914614039,79.4,5906.19,0
crt,61.2200009167933,28.96,1772.9,0
pcb,29.29509022316656,96.24,2819.37,0
lcd_panel,72.38992110359611,33.28,2409.2,0
mixed_plastic,62.28426738690172,17.31,1078.06,0
cable,32.99377537673096,86.94,2868.49,0
